ra,dec
154.9172023412483,4.5006542285325715
155.29018663871108,4.861714389027278
154.52468606372918,5.425502997444441
154.80081402516632,4.831964748456126
154.682575,5.323038
154.5286561186232,5.2326644516344665
154.90926637740898,4.6936307848946495
154.59430842998557,5.279027067981375
154.65130278298,4.711478431546876
155.14837373018347,5.454345374910055
155.16940458274382,5.0210506426502715
