0 154.87725 5.01138 0.1000 1.0 0.050 0.04400 0.00917
1 154.85827 4.60886 0.4722 1.0 0.050 0.06349 0.01227
2 154.93827 4.70424 0.3000 1.0 0.050 0.05200 0.01083
3 154.59227 4.72814 0.2353 1.0 0.050 0.04941 0.01029
4 154.83979 4.85435 0.5188 1.0 0.050 0.07505 0.01266
5 154.88380 5.27229 0.4913 1.0 0.050 0.06825 0.01243
6 154.83255 5.28181 0.5760 1.0 0.050 0.08925 0.01313
7 154.84306 5.41869 0.3426 1.0 0.050 0.05370 0.01119
8 154.62828 5.36658 0.3094 1.0 0.050 0.05238 0.01091
9 154.62987 5.36642 0.2955 1.0 0.050 0.05182 0.01080
10 154.52866 5.23266 0.2710 1.0 0.050 0.05084 0.01059
11 154.75893 5.37068 0.5333 1.0 0.050 0.07865 0.01278
12 154.75224 5.26983 0.5485 1.0 0.050 0.08243 0.01290
13 154.57767 4.96988 0.2081 1.0 0.050 0.04832 0.01007
14 154.83823 5.16121 0.5454 1.0 0.050 0.08165 0.01288
15 154.87407 5.11776 0.5212 1.0 0.050 0.07566 0.01268
16 154.65106 5.49363 0.5473 1.0 0.050 0.08212 0.01289
17 154.52469 5.42550 0.5420 1.0 0.050 0.08082 0.01285
18 154.93028 5.46397 0.2955 1.0 0.050 0.05182 0.01080
19 154.98900 5.21766 0.2843 1.0 0.050 0.05137 0.01070
20 154.59431 5.27903 0.5574 1.0 0.050 0.08464 0.01298
21 154.75583 5.05784 0.5424 1.0 0.050 0.08091 0.01285
22 154.98871 5.05410 0.4799 1.0 0.050 0.06541 0.01233
23 154.53427 5.44904 0.5809 1.0 0.050 0.09046 0.01317
24 154.88232 5.25370 0.4667 1.0 0.050 0.06215 0.01222
25 154.91720 4.50065 0.5874 1.0 0.050 0.09208 0.01323
26 154.80081 4.83196 0.5405 1.0 0.050 0.08043 0.01284
27 154.82998 4.83983 0.5373 1.0 0.050 0.07965 0.01281
28 154.75071 4.89910 0.4348 1.0 0.050 0.05739 0.01196
29 154.75042 4.80821 0.3893 1.0 0.050 0.05557 0.01158
30 154.70115 5.20258 0.5357 1.0 0.050 0.07925 0.01280
31 154.64939 4.87524 0.4404 1.0 0.050 0.05761 0.01200
32 154.58549 4.88698 0.2814 1.0 0.050 0.05126 0.01068
33 154.82165 4.80076 0.6348 1.0 0.050 0.10382 0.01362
34 154.79455 4.83112 0.5722 1.0 0.050 0.08831 0.01310
35 154.53766 4.63494 0.1556 1.0 0.050 0.04622 0.00963
36 154.77389 4.73673 0.6361 1.0 0.050 0.10414 0.01363
37 154.83080 4.58792 0.5752 1.0 0.050 0.08904 0.01313
38 154.65130 4.71148 0.2720 1.0 0.050 0.05088 0.01060
39 154.61943 5.13432 0.2081 1.0 0.050 0.04832 0.01007
40 154.78940 5.07404 0.4401 1.0 0.050 0.05760 0.01200
41 154.79175 4.98093 0.5396 1.0 0.050 0.08022 0.01283
42 154.72482 5.15649 0.2427 1.0 0.050 0.04971 0.01036
43 154.86757 4.69624 0.2091 1.0 0.050 0.04837 0.01008
44 154.94888 4.57934 0.6430 1.0 0.050 0.10587 0.01369
45 154.90927 4.69363 0.3427 1.0 0.050 0.05371 0.01119
46 154.80947 5.10751 0.4041 1.0 0.050 0.05616 0.01170
47 155.08813 4.85540 0.3913 1.0 0.050 0.05565 0.01159
48 155.42477 4.92371 0.5388 1.0 0.050 0.08003 0.01282
49 155.16228 4.50551 0.2092 1.0 0.050 0.04837 0.01008
50 155.29019 4.86171 0.5421 1.0 0.050 0.08084 0.01285
51 155.07583 4.92892 0.5211 1.0 0.050 0.07564 0.01268
52 155.29181 4.86058 0.5219 1.0 0.050 0.07583 0.01268
53 155.03844 4.85670 0.5382 1.0 0.050 0.07988 0.01282
54 155.01289 5.20411 0.1084 1.0 0.050 0.04434 0.00924
55 155.11945 4.50696 0.3980 1.0 0.050 0.05592 0.01165
56 155.23761 4.97074 0.5414 1.0 0.050 0.08068 0.01285
57 155.12111 4.50521 0.3206 1.0 0.050 0.05282 0.01100
58 155.39010 5.04961 0.5967 1.0 0.050 0.09439 0.01331
59 155.09470 4.61516 0.1611 1.0 0.050 0.04644 0.00968
60 155.23956 4.75018 0.5412 1.0 0.050 0.08061 0.01284
61 155.16940 5.02105 0.4374 1.0 0.050 0.05750 0.01198
62 155.40874 5.05398 0.4363 1.0 0.050 0.05745 0.01197
63 155.11181 5.16288 0.1649 1.0 0.050 0.04660 0.00971
64 155.30771 5.08591 0.2552 1.0 0.050 0.05021 0.01046
65 155.48859 5.18268 0.3723 1.0 0.050 0.05489 0.01144
66 155.06302 5.15294 0.2762 1.0 0.050 0.05105 0.01063
67 155.16316 5.01359 0.6034 1.0 0.050 0.09605 0.01336
68 155.39631 5.18045 0.5243 1.0 0.050 0.07642 0.01270
69 155.35293 4.65142 0.5394 1.0 0.050 0.08017 0.01283
70 155.34905 4.73745 0.3690 1.0 0.050 0.05476 0.01141
71 155.23525 5.00581 0.1744 1.0 0.050 0.04697 0.00979
72 155.15815 5.19058 0.1644 1.0 0.050 0.04657 0.00970
73 155.14837 5.45435 0.1093 1.0 0.050 0.04437 0.00924
74 155.10873 5.36796 0.5506 1.0 0.050 0.08295 0.01292
75 155.14058 5.44138 0.6214 1.0 0.050 0.10052 0.01351
76 155.30345 5.45887 0.1944 1.0 0.050 0.04778 0.00995
77 155.16262 5.28986 0.5362 1.0 0.050 0.07938 0.01280
78 155.16477 5.32167 0.5988 1.0 0.050 0.09490 0.01332
79 155.34826 5.37874 0.5445 1.0 0.050 0.08143 0.01287
80 155.47027 5.46376 0.4505 1.0 0.050 0.05812 0.01209
81 155.17945 5.14478 0.2763 1.0 0.050 0.05105 0.01064
82 155.18057 5.16745 0.5406 1.0 0.050 0.08048 0.01284
83 155.24905 5.01700 0.5760 1.0 0.050 0.08926 0.01313
84 155.15507 5.49269 0.1553 1.0 0.050 0.04621 0.00963
85 155.47710 4.67811 0.3830 1.0 0.050 0.05532 0.01153
86 155.16908 5.47745 0.5275 1.0 0.050 0.07721 0.01273
87 155.01682 4.67788 0.2086 1.0 0.050 0.04835 0.01007
88 155.38117 5.31690 0.1562 1.0 0.050 0.04625 0.00964
89 155.04067 4.52105 0.1552 1.0 0.050 0.04621 0.00963
90 155.43546 4.87642 0.1744 1.0 0.050 0.04698 0.00979
91 155.31792 5.10616 0.3601 1.0 0.050 0.05440 0.01133
92 155.20670 5.18172 0.5389 1.0 0.050 0.08004 0.01282
93 155.31399 4.52588 0.2088 1.0 0.050 0.04835 0.01007
94 154.59122 4.85087 0.2080 1.0 0.050 0.04832 0.01007
95 155.18703 4.63157 0.3112 1.0 0.050 0.05245 0.01093
96 155.34176 4.68459 0.5374 1.0 0.050 0.07967 0.01281
97 154.65362 5.17986 0.7493 1.0 0.050 0.13223 0.01458
98 155.11917 4.73915 0.2327 1.0 0.050 0.04931 0.01027
99 155.03115 5.23656 0.5903 1.0 0.050 0.09279 0.01325
100 155.15867 5.45102 0.6426 1.0 0.050 0.10578 0.01369
101 154.68258 5.32304 0.4945 1.0 0.050 0.06904 0.01245
102 155.23481 5.45104 0.1560 1.0 0.050 0.04624 0.00963
