  61665    154.11256    4.06023    20.43   0.3022   0.0605   -19.97   0   0
  61666    154.11276    4.05225    19.77   0.2767   0.0565   -20.45   0   0
  61667    154.10019    4.01072    19.85   0.4711   0.0001   -22.33   1   1
  61668    154.09685    4.00391    20.31   0.4605   0.0842   -21.67   1   0
  61669    154.09476    4.03979    20.89   0.5877   0.0450   -22.26   1   0
  61670    154.09154    4.00213    20.33   0.2613   0.0306   -19.88   0   0
  61671    154.08031    4.03077    20.71   0.4412   0.0282   -21.38   1   0
  61672    154.07828    4.05306    20.50   0.5600   0.1107   -22.78   0   0
  61673    154.07681    4.00675    21.86   0.6224   0.0464   -21.65   1   0
  61674    154.06989    4.08237    22.21   0.7056   0.1104   -21.46   0   0
  61675    154.06874    4.07163    21.21   0.5848   0.0385   -21.62   1   0
  61676    154.06607    4.07590    21.54   0.5403   0.0306   -21.16   1   0
  61677    154.05112    4.04624    21.53   0.5565   0.1173   -21.05   0   0
  61678    154.03122    4.07661    22.19   0.4174   0.0653   -19.73   0   0
  61679    154.02222    4.05667    22.40   0.6991   0.0944   -21.30   0   0
  61680    154.06027    4.00957    21.50   0.7194   0.0950   -22.16   1   0
  61681    154.02870    4.00460    21.86   0.6936   0.1311   -21.17   0   0
  61682    154.02379    4.07835    20.36   0.3847   0.0494   -20.66   0   0
  61767    154.13368    4.80669    20.91   0.4835   0.1028   -21.12   0   0
  61768    154.13611    4.80856    20.78   0.3893   0.0242   -20.74   1   0
  61769    154.13634    4.79069    22.20   0.4219   0.0664   -19.48   1   0
  61917    154.03677    4.49508    20.05   0.4306   0.0001   -21.86   1   1
  61918    154.01357    4.45595    21.29   0.3084   0.0319   -19.44   0   0
  61919    154.03404    4.44405    22.40   0.4840   0.1180   -19.69   0   0
  61933    154.13599    5.18372    21.43   0.3714   0.0901   -19.57   0   0
  62217    154.00002    4.37795    19.59   0.3199   0.0603   -21.12   1   0
  62218    154.00458    4.32850    20.38   0.2828   0.0914   -20.10   0   0
  62219    154.00273    4.49717    20.28   0.2317   0.0459   -19.37   0   0
  62220    154.00450    4.47478    19.40   0.3388   0.0253   -21.62   1   0
  62226    154.00400    4.32523    21.67   0.5940   0.0766   -21.54   0   0
  62303    154.05826    4.49963    16.11   0.0495   0.0000   -19.87   0   1
  62304    154.06862    4.29696    18.68   0.1243   0.0183   -19.52   0   0
  62305    154.03889    4.47042    18.60   0.2709   0.0543   -21.77   0   0
  62306    154.03470    4.33928    20.45   0.2594   0.0454   -19.36   0   0
  62307    154.05923    4.43406    19.13   0.2135   0.0278   -20.30   0   0
  62308    154.01463    4.46561    19.92   0.2641   0.0592   -20.23   0   0
  62309    154.02232    4.31199    19.74   0.3504   0.0672   -21.07   0   0
  62310    154.01942    4.46191    19.62   0.1756   0.0180   -19.52   0   0
  62311    154.02274    4.41903    21.10   0.3312   0.0638   -19.48   0   0
  62312    154.02495    4.44682    20.53   0.3906   0.0542   -20.33   0   0
  62313    154.02356    4.48200    21.75   0.4447   0.1109   -19.52   0   0
  62314    154.03127    4.32194    21.50   0.4657   0.1019   -20.09   0   0
  62315    154.03278    4.32742    20.33   0.4190   0.0749   -20.77   0   0
  62316    154.03557    4.31738    21.14   0.6522   0.0917   -21.91   0   0
  62317    154.02936    4.46379    20.19   0.3347   0.0601   -20.43   0   0
  62318    154.02837    4.48145    20.34   0.4504   0.0527   -21.56   1   0
  62319    154.03392    4.37913    20.81   0.3618   0.0776   -20.04   0   0
  62320    154.02960    4.47045    21.88   0.4452   0.1141   -19.55   0   0
  62321    154.05228    4.37320    20.57   0.3196   0.0262   -20.24   0   0
  62322    154.05963    4.36676    20.48   0.4455   0.1095   -21.46   0   0
  62323    154.06113    4.39218    20.29   0.3003   0.0572   -20.24   0   0
  62324    154.05713    4.47824    21.20   0.3718   0.0905   -19.52   0   0
  62325    154.06816    4.30594    20.75   0.3699   0.1017   -20.41   0   0
  62326    154.06940    4.30361    20.33   0.4003   0.0851   -20.92   0   0
  62327    154.06825    4.41503    22.03   0.7221   0.1313   -21.12   0   0
  62328    154.06871    4.42925    21.44   0.3998   0.1115   -19.61   0   0
  62329    154.07083    4.42420    20.84   0.2490   0.0259   -19.25   1   0
  62330    154.07310    4.37814    20.61   0.4516   0.0720   -21.22   1   0
  62331    154.02361    4.33822    21.26   0.3502   0.0192   -19.79   0   0
  62332    154.03033    4.39200    21.82   0.4524   0.1109   -19.59   0   0
  62333    154.03169    4.49592    22.26   0.7066   0.1116   -20.91   0   0
  62334    154.03870    4.37033    21.33   0.7400   0.1082   -22.75   0   0
  62335    154.03880    4.43219    21.35   0.4647   0.0298   -20.79   0   0
  62336    154.04865    4.38214    21.47   0.6952   0.0708   -22.47   1   0
  62337    154.05005    4.40757    21.86   0.6068   0.0625   -21.39   1   0
  62338    154.05626    4.34702    21.62   0.6291   0.0368   -21.82   1   0
  62339    154.06149    4.31395    22.40   0.6646   0.0869   -21.15   0   0
  62340    154.07205    4.33864    21.67   0.4803   0.1032   -20.47   0   0
  62341    154.04283    4.46691    22.28   0.5982   0.0747   -20.58   0   0
  62342    154.05876    4.38222    22.19   0.6990   0.1086   -21.01   0   0
  62343    154.07047    4.50157    17.33   0.0637   0.0267   -19.24   0   0
  62344    154.08064    4.39683    15.19   0.0503   0.0000   -20.84   1   1
  62346    154.07689    4.43681    19.13   0.2738   0.0277   -21.24   1   0
  62347    154.08806    4.35768    18.82   0.2013   0.0266   -20.64   1   0
  62349    154.10648    4.46169    18.44   0.1695   0.0210   -20.50   0   0
  62350    154.09874    4.30493    20.33   0.2986   0.0582   -19.88   0   0
  62351    154.10844    4.34858    20.20   0.2407   0.0975   -19.39   0   0
  62352    154.08003    4.49001    21.44   0.4953   0.1153   -21.17   0   0
  62353    154.08449    4.41763    21.64   0.4534   0.0426   -20.44   0   0
  62354    154.08626    4.45849    22.19   0.5070   0.0922   -20.41   0   0
  62355    154.11003    4.37644    22.11   0.3976   0.0639   -19.29   0   0
  62356    154.11386    4.33153    21.49   0.7177   0.1257   -22.75   0   0
  62908    154.11124    4.43736    21.66   0.3272   0.1017   -19.28   0   0
  62909    154.11346    4.42080    21.44   0.5737   0.0998   -21.23   0   0
  62910    154.11452    4.43022    21.69   0.4822   0.1150   -20.18   0   0
  62938    154.11122    4.45885    22.05   0.5073   0.1165   -21.03   0   0
  62939    154.11482    4.45773    19.85   0.4090   0.0380   -21.85   1   0
  62940    154.10703    4.42114    20.12   0.4023   0.0303   -21.47   1   0
  62941    154.10896    4.39059    20.94   0.5635   0.0595   -21.82   0   0
  62942    154.11108    4.33318    20.50   0.2444   0.0172   -19.51   0   0
  62943    154.10663    4.43290    20.29   0.3906   0.0747   -20.79   0   0
  62944    154.09787    4.49827    20.34   0.4297   0.1083   -21.28   0   0
  62945    154.10017    4.41650    21.01   0.4537   0.0925   -20.86   0   0
  62946    154.09932    4.43805    20.96   0.3568   0.0900   -19.69   0   0
  62947    154.09964    4.36013    20.27   0.2402   0.0741   -19.26   0   0
  62948    154.09158    4.48098    21.47   0.3665   0.0835   -19.27   0   0
  62949    154.09459    4.37818    20.98   0.4072   0.0432   -20.53   0   0
  62950    154.09030    4.42376    21.17   0.4349   0.0240   -20.81   0   0
  62951    154.09184    4.42239    20.50   0.3565   0.0243   -20.65   1   0
  62952    154.08788    4.37471    20.62   0.3443   0.0520   -20.33   1   0
  62953    154.08324    4.46687    20.64   0.4086   0.0220   -21.01   1   0
  62954    154.08734    4.36814    20.51   0.5149   0.1120   -21.61   0   0
  62955    154.08664    4.32389    21.57   0.5603   0.1135   -20.98   0   0
  62956    154.08275    4.36640    20.95   0.3226   0.0856   -19.61   0   0
  62957    154.07857    4.44695    20.51   0.2344   0.0287   -19.38   1   0
  62958    154.08195    4.34404    22.07   0.5540   0.1092   -20.62   0   0
  62959    154.07539    4.49053    19.61   0.2842   0.0200   -20.81   1   0
  62960    154.08209    4.33033    20.12   0.2644   0.0674   -19.84   0   0
  62961    154.08026    4.36267    20.64   0.3706   0.0244   -20.67   1   0
  62962    154.07744    4.37585    21.37   0.4245   0.0649   -19.97   0   0
  62963    154.07336    4.40579    21.13   0.7353   0.1073   -22.60   0   0
  63381    154.00075    4.90742    22.22   0.5206   0.1193   -19.69   0   0
  63387    154.00084    4.89548    19.26   0.2423   0.0374   -20.61   1   0
  63395    154.00113    4.79241    19.51   0.2211   0.0181   -20.19   0   0
  63396    154.00021    4.84992    18.91   0.1737   0.0157   -20.17   1   0
  63544    154.13577    4.10220    18.96   0.2829   0.0335   -21.44   1   0
  63545    154.13406    4.28180    20.37   0.3855   0.1034   -20.80   0   0
  63745    154.00104    4.71940    20.08   0.4328   0.0361   -21.82   1   0
  63747    154.00063    4.75130    21.29   0.3328   0.0645   -19.58   0   0
  63748    154.00418    4.72475    20.71   0.4216   0.0557   -20.94   1   0
  63749    154.00061    4.81805    22.07   0.5122   0.0973   -20.16   0   0
  63983    154.00157    4.80757    21.69   0.5892   0.0539   -21.33   0   0
  64001    154.00397    5.13432    21.97   0.3869   0.0960   -19.33   0   0
  64632    154.00114    4.21342    17.89   0.0796   0.0281   -19.21   0   0
  64633    154.00015    4.22931    20.36   0.2915   0.0703   -19.86   0   0
  64637    154.00272    4.19410    21.62   0.4737   0.0814   -20.42   1   0
  64638    154.00363    4.13538    20.52   0.6693   0.1294   -23.47   0   0
  65249    154.03009    4.81409    17.00   0.1254   0.0000   -21.24   1   1
  65250    154.02820    4.81206    19.72   0.2303   0.0332   -19.97   0   0
  65251    154.03214    4.82592    21.67   0.3799   0.0555   -19.48   0   0
  65252    154.01416    4.79320    20.33   0.2823   0.0331   -20.05   0   0
  65253    154.01503    4.84815    19.28   0.2536   0.0275   -20.86   1   0
  65254    154.01614    4.84759    20.71   0.2970   0.0604   -19.73   1   0
  65255    154.01575    4.84989    21.60   0.5606   0.0324   -21.21   0   0
  65256    154.01561    4.90525    19.71   0.2291   0.0365   -20.14   0   0
  65257    154.02408    4.73931    19.70   0.3412   0.0227   -21.30   0   0
  65258    154.02373    4.80252    20.05   0.2601   0.0423   -20.15   1   0
  65259    154.02121    4.87475    18.93   0.1679   0.0438   -19.94   0   0
  65260    154.02336    4.82980    20.60   0.3690   0.0623   -20.50   1   0
  65261    154.02036    4.89082    21.22   0.4962   0.0433   -21.11   0   0
  65262    154.02069    4.89565    20.49   0.3591   0.0523   -20.68   0   0
  65263    154.02563    4.89310    21.58   0.6292   0.1222   -21.35   0   0
  65264    154.02890    4.85282    21.61   0.7493   0.1376   -22.11   0   0
  65265    154.03224    4.82029    20.15   0.2603   0.0176   -20.11   0   0
  65266    154.03268    4.84102    20.21   0.2632   0.0488   -19.83   0   0
  65267    154.02867    4.90506    21.00   0.3408   0.0710   -20.07   1   0
  65268    154.03828    4.74892    21.07   0.3797   0.0632   -19.71   0   0
  65269    154.03519    4.89805    20.72   0.3663   0.0273   -20.49   1   0
  65270    154.03619    4.90462    20.97   0.3860   0.0860   -20.15   0   0
  65271    154.04411    4.76428    21.40   0.3500   0.0612   -19.60   0   0
  65272    154.03925    4.88297    21.02   0.3146   0.1024   -19.41   0   0
  65273    154.03558    4.88371    21.73   0.7936   0.0963   -22.94   0   0
  65274    154.04160    4.89016    20.77   0.4319   0.0619   -20.91   1   0
  65275    154.04388    4.91446    20.53   0.3770   0.0279   -20.81   1   0
  65438    154.00389    4.54487    22.42   0.6056   0.1067   -20.34   0   0
  65439    154.00034    4.55740    21.47   0.3391   0.0308   -19.54   0   0
  65613    154.05806    4.73146    21.08   0.3382   0.0637   -19.67   0   0
  65614    154.01680    4.75996    21.66   0.4732   0.0945   -20.17   0   0
  65615    154.02995    4.90882    21.96   0.7241   0.1052   -22.21   0   0
  65616    154.03702    4.76173    22.33   0.6672   0.0938   -21.42   0   0
  65617    154.03885    4.84986    21.91   0.4570   0.0845   -19.32   0   0
  65618    154.04630    4.75357    22.48   0.7860   0.1182   -22.05   0   0
  65619    154.04910    4.90827    21.17   0.4185   0.0416   -20.37   1   0
  65620    154.02472    4.78480    22.27   0.7244   0.1174   -21.89   0   0
  65621    154.05991    4.88201    22.28   0.6822   0.0927   -20.97   0   0
  65622    154.08540    4.82201    13.81   0.0458   0.0000   -22.03   0   1
  65623    154.09755    4.81951    19.74   0.4075   0.0258   -21.92   1   0
  65624    154.09140    4.82014    20.76   0.3725   0.0180   -20.55   0   0
  65625    154.07547    4.81646    22.38   0.6458   0.1079   -20.99   0   0
  65626    154.08237    4.91659    21.86   0.4257   0.0584   -19.53   0   0
  65627    154.10019    4.90493    21.62   0.6593   0.0987   -22.17   0   0
  65628    154.10234    4.90713    21.77   0.4530   0.1105   -19.63   0   0
  65629    154.07675    4.90281    20.94   0.4119   0.0275   -20.70   1   0
  65630    154.09895    4.75502    20.11   0.2249   0.0918   -19.52   0   0
  65631    154.09161    4.89463    18.15   0.1899   0.0136   -21.16   0   0
  65633    154.06497    4.83220    18.82   0.4056   0.0001   -22.74   1   1
  65634    154.06261    4.83277    21.69   0.4704   0.0644   -20.41   0   0
  65635    154.07030    4.73785    19.29   0.2389   0.0225   -20.60   0   0
  65636    154.08873    4.78263    20.76   0.2979   0.0298   -19.80   0   0
  65637    154.06673    4.90417    19.39   0.4256   0.0001   -22.45   1   1
  65638    154.09149    4.84451    19.36   0.3862   0.0551   -21.54   0   0
  65639    154.05411    4.84719    20.11   0.3222   0.0362   -20.80   1   0
  65640    154.05376    4.90476    19.62   0.2022   0.0290   -19.77   1   0
  65641    154.05200    4.91487    20.42   0.2994   0.0683   -20.23   1   0
  65642    154.05730    4.85592    20.56   0.3137   0.0500   -20.08   0   0
  65643    154.05830    4.85084    20.78   0.4089   0.0894   -20.58   0   0
  65644    154.05788    4.86439    19.97   0.3917   0.0372   -21.46   1   0
  65645    154.06340    4.84019    20.13   0.3745   0.0284   -21.22   1   0
  65646    154.06854    4.84529    20.14   0.3746   0.0443   -21.09   1   0
  65647    154.07063    4.82894    19.76   0.4094   0.0266   -21.92   1   0
  65648    154.06868    4.89937    20.36   0.3973   0.0219   -21.22   1   0
  65649    154.06958    4.90495    21.00   0.3668   0.0325   -20.28   0   0
  65650    154.08940    4.78483    20.64   0.3831   0.0935   -20.65   0   0
  65651    154.09659    4.82785    19.76   0.2969   0.0650   -20.60   0   0
  65652    154.09903    4.83117    20.13   0.4235   0.0002   -21.84   1   1
  65653    154.09930    4.90056    20.29   0.3180   0.0496   -19.96   0   0
  65654    154.10320    4.87205    20.90   0.7176   0.0851   -23.31   0   0
  65655    154.10234    4.92392    20.80   0.3629   0.0526   -20.12   0   0
  65656    154.10582    4.87932    20.83   0.3644   0.0239   -20.36   1   0
  65657    154.11400    4.75167    21.02   0.4079   0.0868   -20.25   0   0
  65658    154.11469    4.78505    20.26   0.3795   0.0391   -21.17   1   0
  65659    154.11436    4.90202    19.95   0.3931   0.0672   -21.36   1   0
  65660    154.06110    4.74561    22.38   0.7325   0.0716   -21.97   0   0
  65661    154.06738    4.77969    22.38   0.5130   0.0634   -20.11   0   0
  65724    154.06421    4.92188    21.43   0.4018   0.1045   -20.02   0   0
  65725    154.06540    4.90046    21.93   0.7028   0.1198   -21.72   0   0
  65726    154.06868    4.86242    21.91   0.4920   0.0836   -20.33   0   0
  65727    154.06900    4.85393    21.60   0.4148   0.0906   -19.77   0   0
  65728    154.07355    4.89979    22.24   0.6371   0.1265   -20.81   0   0
  65729    154.07320    4.91323    21.58   0.4962   0.0281   -20.90   0   0
  65730    154.08604    4.91335    22.10   0.6245   0.1126   -20.73   0   0
  65731    154.11182    4.87473    21.47   0.5109   0.1174   -20.84   0   0
  65732    154.11472    4.84229    21.37   0.3393   0.0527   -19.60   1   0
  65733    154.06175    4.76718    22.42   0.7435   0.1181   -21.48   0   0
  65734    154.11374    4.83414    22.45   0.7848   0.0948   -22.41   0   0
  65735    154.05383    4.87436    22.37   0.5914   0.1173   -20.53   0   0
  65750    154.03047    5.15303    19.74   0.2558   0.0441   -20.25   0   0
  65751    154.03044    5.15110    20.70   0.5515   0.0002   -22.13   1   1
  65752    154.01672    5.16531    21.56   0.4355   0.0792   -20.28   1   0
  65753    154.01823    5.14191    21.94   0.6282   0.0668   -21.60   0   0
  65754    154.01907    5.16330    21.31   0.6697   0.0757   -22.22   1   0
  65755    154.03421    5.14191    20.51   0.5429   0.0711   -22.00   1   0
  65756    154.03819    5.14931    21.47   0.5264   0.0417   -21.31   1   0
  65757    154.02150    5.15493    22.38   0.6684   0.0473   -21.36   0   0
  65758    154.02989    5.14316    22.30   0.7271   0.1305   -21.43   0   0
  65759    154.05310    5.16822    17.34   0.1060   0.0000   -20.39   1   1
  65760    154.07303    5.14931    18.79   0.1231   0.0120   -19.39   0   0
  65761    154.07585    5.16003    17.74   0.1471   0.0000   -20.88   1   1
  65762    154.09578    5.15329    17.17   0.1193   0.0000   -20.88   1   1
  65763    154.09546    5.17724    19.19   0.2318   0.0353   -20.62   1   0
  65764    154.10985    5.15310    20.32   0.2668   0.0919   -19.49   0   0
  65765    154.05167    5.17271    20.92   0.2912   0.0201   -19.60   0   0
  65766    154.05029    5.17158    21.05   0.4469   0.1038   -20.77   0   0
  65767    154.07523    5.15613    20.95   0.5267   0.0529   -21.66   1   0
  65768    154.09163    5.15263    21.52   0.6579   0.0778   -22.01   0   0
  65769    154.10277    5.16886    21.35   0.6522   0.1230   -21.75   0   0
  65988    154.06120    5.13738    21.89   0.6305   0.1046   -21.13   0   0
  65989    154.06389    5.15766    21.87   0.4591   0.1086   -20.52   0   0
  65990    154.08308    5.17087    21.56   0.4553   0.0755   -20.45   0   0
  65991    154.11421    5.17389    22.17   0.8113   0.1044   -21.98   0   0
  66044    154.13344    4.51534    20.53   0.3976   0.0463   -20.92   0   0
  66045    154.13455    4.56241    21.55   0.4752   0.1146   -20.06   0   0
  66046    154.13475    4.52264    21.00   0.6441   0.0422   -22.78   0   0
  66047    154.13464    4.55793    21.16   0.6207   0.0491   -22.19   0   0
  66214    154.00179    4.70318    21.60   0.6246   0.0394   -22.01   0   0
  66215    154.00079    4.68830    21.02   0.4362   0.0744   -20.23   0   0
  66216    154.00052    4.58132    21.37   0.3926   0.0825   -19.77   0   0
  66227    154.00067    4.50922    19.71   0.2413   0.0296   -20.21   0   0
  66793    154.03497    4.24461    16.06   0.0507   0.0000   -20.01   1   1
  66794    154.03967    4.24096    21.42   0.8697   0.0665   -23.89   1   0
  66795    154.09840    4.12708    18.30   0.1385   0.0221   -20.09   0   0
  66796    154.09988    4.28696    20.74   0.3791   0.0196   -20.62   0   0
  66797    154.01477    4.15824    18.50   0.1845   0.0202   -20.73   1   0
  66798    154.07933    4.22791    18.92   0.2070   0.0180   -20.59   0   0
  66799    154.08556    4.11423    18.34   0.2463   0.0361   -21.66   1   0
  66800    154.11206    4.08593    18.86   0.3033   0.0600   -21.70   1   0
  66801    154.01379    4.24780    20.85   0.2995   0.0857   -19.62   0   0
  66802    154.08116    4.21774    20.10   0.3406   0.0832   -20.41   0   0
  66803    154.10927    4.24377    19.89   0.3178   0.0968   -20.39   0   0
  66804    154.01634    4.20403    20.79   0.4145   0.0873   -20.46   0   0
  66805    154.01836    4.21235    20.67   0.2937   0.0913   -19.68   0   0
  66806    154.01884    4.22971    20.75   0.2981   0.0987   -19.39   0   0
  66807    154.02783    4.13665    21.38   0.3747   0.0500   -19.49   0   0
  66808    154.03076    4.11808    19.13   0.3067   0.0559   -21.20   0   0
  66809    154.03192    4.08570    20.88   0.5224   0.0248   -21.79   1   0
  66810    154.02837    4.17532    20.21   0.3611   0.0821   -20.67   0   0
  66811    154.03217    4.09080    20.30   0.3347   0.0664   -20.48   1   0
  66813    154.03519    4.18889    20.40   0.4816   0.0801   -21.65   1   0
  66814    154.04198    4.10271    20.57   0.4002   0.0608   -20.70   1   0
  66815    154.04057    4.26959    20.68   0.3705   0.1088   -20.09   0   0
  66816    154.04427    4.21542    20.53   0.2651   0.0384   -19.49   0   0
  66817    154.04132    4.28047    20.62   0.3679   0.0433   -20.18   0   0
  66819    154.04643    4.29290    20.11   0.3642   0.0401   -21.19   1   0
  66820    154.05257    4.19767    20.86   0.8105   0.0001   -23.30   1   1
  66821    154.05908    4.11392    19.98   0.3869   0.0367   -21.36   0   0
  66867    154.06055    4.13284    21.03   0.3309   0.0943   -19.44   0   0
  66868    154.05453    4.28145    20.51   0.3897   0.0553   -20.73   1   0
  66869    154.06442    4.20827    19.27   0.2494   0.0384   -20.66   1   0
  66870    154.06436    4.21657    20.44   0.2137   0.0205   -19.25   1   0
  66871    154.06438    4.25885    20.92   0.4097   0.0729   -20.12   0   0
  66872    154.06763    4.25621    19.71   0.3217   0.0200   -21.12   1   0
  66873    154.07602    4.11760    20.48   0.3765   0.0565   -20.62   0   0
  66874    154.07887    4.09948    20.91   0.4211   0.1047   -19.99   0   0
  66875    154.07091    4.28332    19.88   0.3800   0.0572   -21.35   1   0
  66876    154.07401    4.21835    19.98   0.2141   0.0569   -19.58   0   0
  66877    154.08104    4.09023    19.40   0.1908   0.0425   -19.90   0   0
  66878    154.08482    4.10805    20.91   0.4442   0.0424   -21.03   1   0
  66879    154.07974    4.25274    20.91   0.3988   0.0211   -20.65   0   0
  66880    154.09035    4.10994    21.34   0.4397   0.1003   -20.54   0   0
  66881    154.09131    4.11648    19.91   0.2923   0.0529   -20.33   0   0
  66882    154.09085    4.11492    20.71   0.6321   0.0001   -23.06   1   1
  66883    154.09300    4.11739    22.50   0.7818   0.1049   -21.75   0   0
  66884    154.08887    4.19955    19.51   0.2066   0.0818   -20.07   0   0
  66885    154.09348    4.09275    19.65   0.2497   0.0167   -20.44   1   0
  66886    154.08975    4.17735    21.66   0.5114   0.1141   -20.39   0   0
  66887    154.09401    4.13714    20.61   0.3398   0.0702   -20.00   0   0
  66888    154.08972    4.22991    21.12   0.4568   0.0798   -20.12   0   0
  66889    154.09276    4.24255    20.65   0.2740   0.0283   -19.70   1   0
  66890    154.09854    4.12072    21.30   0.3576   0.0858   -19.76   0   0
  66891    154.09351    4.27874    20.92   0.3440   0.0741   -19.81   0   0
  66892    154.10204    4.16864    21.65   0.6913   0.1196   -21.30   0   0
  66893    154.10622    4.13073    21.26   0.3541   0.0795   -19.44   0   0
  66894    154.10968    4.12042    20.38   0.3357   0.0754   -20.38   1   0
  66895    154.10564    4.22523    19.74   0.3867   0.0824   -21.11   0   0
  66896    154.10457    4.28105    21.58   0.4467   0.0353   -20.33   1   0
  66897    154.11401    4.18805    20.34   0.3927   0.0722   -20.70   0   0
  66898    154.01535    4.10222    21.83   0.5970   0.1230   -21.03   0   0
  66899    154.02379    4.15234    21.98   0.4330   0.1124   -19.25   0   0
  66900    154.03116    4.26118    21.41   0.4143   0.0522   -20.36   1   0
  66901    154.03842    4.14104    21.75   0.4392   0.0704   -20.12   0   0
  66902    154.03880    4.17604    21.36   0.5049   0.1157   -21.02   0   0
  66903    154.04169    4.14914    21.90   0.6270   0.0519   -21.53   0   0
  66904    154.04083    4.26140    21.32   0.4235   0.0304   -20.43   1   0
  66905    154.04445    4.22764    22.35   0.6542   0.0507   -21.39   0   0
  66906    154.04816    4.15123    21.21   0.7294   0.1009   -22.85   1   0
  66907    154.05035    4.14943    21.81   0.7530   0.1014   -22.47   0   0
  66908    154.05263    4.17084    21.75   0.4019   0.1117   -19.75   0   0
  66909    154.05383    4.18949    21.49   0.4796   0.0682   -20.62   0   0
  66910    154.05702    4.28601    22.39   0.5036   0.1166   -20.15   0   0
  66911    154.05981    4.26751    20.64   0.4591   0.0694   -21.42   1   0
  66912    154.07335    4.08670    21.72   0.6620   0.1039   -21.55   0   0
  66913    154.06744    4.26951    21.45   0.3997   0.0728   -19.69   0   0
  66914    154.08249    4.20462    21.57   0.4176   0.0956   -19.57   0   0
  67122    154.13420    4.95575    18.49   0.3326   0.0001   -22.55   1   1
