                54  155.01289    5.20411  0.1084  0.1084  15.69 -1.00  -1.00  -1.00  15.68  -1   1
                55  155.11945    4.50696  0.3980  0.3980  19.26 -1.00  -1.00  -1.00  19.25  -1   1
                56  155.23761    4.97074  0.5414  0.5414  20.19 -1.00  -1.00  -1.00  20.18  -1   1
                57  155.12111    4.50521  0.3206 -1.0000  18.80 -1.00  -1.00  -1.00  18.79  -1   0
                58  155.39011    5.04961  0.5967  0.5967  20.82 -1.00  -1.00  -1.00  20.80  -1   1
                59  155.09470    4.61516  0.1611  0.1611  16.79 -1.00  -1.00  -1.00  16.78  -1   1
                60  155.23955    4.75018  0.5412  0.5412  20.57 -1.00  -1.00  -1.00  20.25  -1   1
                61  155.16940    5.02105  0.4374  0.4374  19.47 -1.00  -1.00  -1.00  19.47  -1   1
                62  155.40874    5.05398  0.4363 -1.0000  19.63 -1.00  -1.00  -1.00  19.62  -1   0
                63  155.11182    5.16288  0.1649  0.1649  17.05 -1.00  -1.00  -1.00  17.04  -1   1
                64  155.30771    5.08591  0.2552 -1.0000  18.22 -1.00  -1.00  -1.00  18.21  -1   0
                65  155.48859    5.18268  0.3723  0.3723  19.50 -1.00  -1.00  -1.00  19.50  -1   1
                66  155.06302    5.15294  0.2762  0.2762  18.10 -1.00  -1.00  -1.00  18.09  -1   1
                67  155.16316    5.01359  0.6034 -1.0000  21.14 -1.00  -1.00  -1.00  21.14  -1   0
                68  155.39632    5.18045  0.5243  0.5243  20.28 -1.00  -1.00  -1.00  20.28  -1   1
                69  155.35292    4.65142  0.5394  0.5394  20.84 -1.00  -1.00  -1.00  20.48  -1   1
                70  155.34904    4.73745  0.3690 -1.0000  19.39 -1.00  -1.00  -1.00  19.13  -1   0
                71  155.23524    5.00581  0.1744  0.1744  17.35 -1.00  -1.00  -1.00  17.34  -1   1
                72  155.15816    5.19058  0.1644  0.1644  17.52 -1.00  -1.00  -1.00  17.04  -1   1
                73  155.14838    5.45435  0.1093  0.1093  15.46 -1.00  -1.00  -1.00  15.45   4   1
                74  155.10872    5.36796  0.5506 -1.0000  20.81 -1.00  -1.00  -1.00  20.61  -1   0
                75  155.14058    5.44137  0.6214 -1.0000  21.11 -1.00  -1.00  -1.00  20.07  -1   0
                76  155.30345    5.45887  0.1944 -1.0000  17.85 -1.00  -1.00  -1.00  17.25  -1   0
                77  155.16261    5.28986  0.5362  0.5362  19.98 -1.00  -1.00  -1.00  19.97  -1   1
                78  155.16476    5.32167  0.5988 -1.0000  20.89 -1.00  -1.00  -1.00  20.88  -1   0
                79  155.34827    5.37874  0.5445  0.5445  19.74 -1.00  -1.00  -1.00  19.74  -1   1
                80  155.47026    5.46376  0.4505 -1.0000  20.18 -1.00  -1.00  -1.00  19.49  -1   0
                81  155.17944    5.14478  0.2763  0.2763  18.40 -1.00  -1.00  -1.00  18.39  -1   1
                82  155.18057    5.16745  0.5406  0.5406  19.88 -1.00  -1.00  -1.00  19.87  -1   1
                83  155.24905    5.01700  0.5760 -1.0000  20.96 -1.00  -1.00  -1.00  20.96  -1   0
                84  155.15508    5.49269  0.1553  0.1553  17.34 -1.00  -1.00  -1.00  17.25  -1   1
                85  155.47710    4.67811  0.3830  0.3830  18.73 -1.00  -1.00  -1.00  18.72  -1   1
