0 154.877250 5.011377 0.100031 0.100031 16.114458 -1 -1 1
1 154.858273 4.608855 0.472151 -1.000000 20.205231 -1 -1 0
2 154.938275 4.704236 0.299997 0.299997 18.580833 -1 -1 1
3 154.592269 4.728143 0.235345 -1.000000 17.988300 -1 -1 0
4 154.839786 4.854346 0.518753 0.518753 20.364367 -1 -1 1
5 154.883804 5.272289 0.491316 0.491316 20.369923 -1 -1 1
6 154.832546 5.281814 0.575990 -1.000000 20.744478 -1 -1 0
7 154.843057 5.418690 0.342558 -1.000000 19.073732 -1 -1 0
8 154.628278 5.366576 0.309416 -1.000000 18.751406 -1 -1 0
9 154.629868 5.366418 0.295506 0.295506 18.629967 -1 -1 1
10 154.528656 5.232664 0.271045 0.271045 17.669451 -1 -1 1
11 154.758927 5.370677 0.533278 0.533278 20.171946 -1 -1 1
12 154.752242 5.269827 0.548510 0.548510 19.975815 -1 -1 1
13 154.577666 4.969877 0.208115 0.208115 17.738386 -1 -1 1
14 154.838229 5.161214 0.545364 -1.000000 20.996899 -1 -1 0
15 154.874074 5.117765 0.521209 0.521209 20.437519 -1 -1 1
16 154.651060 5.493631 0.547269 0.547269 20.317394 -1 -1 1
17 154.524686 5.425503 0.542018 0.542018 19.875179 -1 -1 1
18 154.930281 5.463966 0.295497 0.295497 18.332392 -1 -1 1
19 154.989005 5.217658 0.284263 -1.000000 18.591413 -1 -1 0
20 154.594308 5.279027 0.557421 -1.000000 20.229950 -1 -1 0
21 154.755832 5.057839 0.542378 0.542378 19.886009 -1 -1 1
22 154.988706 5.054101 0.479877 -1.000000 20.024509 -1 -1 0
23 154.534270 5.449042 0.580874 -1.000000 20.833910 -1 -1 0
24 154.882325 5.253701 0.466730 -1.000000 19.689764 -1 -1 0
25 154.917202 4.500654 0.587402 0.587402 20.559483 -1 -1 1
26 154.800814 4.831965 0.540463 0.540463 20.703115 -1 -1 1
27 154.829980 4.839832 0.537309 0.537309 20.838053 -1 -1 1
28 154.750708 4.899095 0.434796 -1.000000 19.920980 -1 -1 0
29 154.750420 4.808210 0.389253 -1.000000 19.422304 -1 -1 0
30 154.701151 5.202579 0.535688 -1.000000 20.478687 -1 -1 0
31 154.649391 4.875244 0.440362 0.440362 19.426252 -1 -1 1
32 154.585492 4.886976 0.281401 -1.000000 18.606379 -1 -1 0
33 154.821654 4.800764 0.634772 0.634772 19.833511 -1 6 1
34 154.794551 4.831122 0.572213 -1.000000 20.267481 -1 -1 0
35 154.537663 4.634937 0.155591 0.155591 17.080492 -1 -1 1
36 154.773891 4.736725 0.636056 0.636056 20.605360 -1 -1 1
37 154.830797 4.587925 0.575157 -1.000000 20.881262 -1 -1 0
38 154.651303 4.711478 0.271951 0.271951 17.646341 -1 -1 1
39 154.619433 5.134320 0.208065 0.208065 17.646187 -1 -1 1
40 154.789401 5.074036 0.440104 0.440104 19.807613 -1 -1 1
41 154.791745 4.980928 0.539613 0.539613 20.261299 -1 -1 1
42 154.724818 5.156489 0.242718 0.242718 18.116018 -1 -1 1
43 154.867570 4.696245 0.209139 0.209139 18.166712 -1 -1 1
44 154.948881 4.579343 0.643020 0.643020 20.653383 -1 -1 1
45 154.909266 4.693631 0.342662 0.342662 17.706079 -1 -1 1
46 154.809470 5.107513 0.404075 0.404075 19.105776 -1 -1 1
47 155.088129 4.855403 0.391306 -1.000000 19.254553 -1 -1 0
48 155.424775 4.923711 0.538841 0.538841 20.023256 -1 -1 1
49 155.162285 4.505506 0.209175 0.209175 17.672836 -1 -1 1
50 155.290187 4.861714 0.542108 -1.000000 19.695021 -1 8 0
51 155.075830 4.928917 0.521127 0.521127 20.697735 -1 -1 1
52 155.291814 4.860575 0.521903 0.521903 20.558876 -1 -1 1
53 155.038437 4.856703 0.538245 0.538245 20.152718 -1 -1 1
54 155.012894 5.204111 0.108383 0.108383 15.690485 -1 -1 1
55 155.119447 4.506964 0.398045 0.398045 19.258238 -1 -1 1
56 155.237610 4.970743 0.541445 0.541445 20.189894 -1 -1 1
57 155.121108 4.505205 0.320597 -1.000000 18.804493 -1 -1 0
58 155.390100 5.049614 0.596749 0.596749 20.819826 -1 -1 1
59 155.094697 4.615157 0.161116 0.161116 16.785845 -1 -1 1
60 155.239555 4.750177 0.541168 0.541168 20.566483 -1 -1 1
61 155.169405 5.021051 0.437403 0.437403 19.472187 -1 -1 1
62 155.408741 5.053983 0.436268 -1.000000 19.631336 -1 -1 0
63 155.111813 5.162878 0.164921 0.164921 17.045805 -1 -1 1
64 155.307709 5.085911 0.255231 -1.000000 18.218975 -1 -1 0
65 155.488586 5.182684 0.372336 0.372336 19.501972 -1 -1 1
66 155.063020 5.152938 0.276177 0.276177 18.101940 -1 -1 1
67 155.163163 5.013585 0.603427 -1.000000 21.144320 -1 -1 0
68 155.396314 5.180450 0.524271 0.524271 20.284994 -1 -1 1
69 155.352928 4.651422 0.539396 0.539396 20.837595 -1 -1 1
70 155.349052 4.737446 0.369024 -1.000000 19.390291 -1 -1 0
71 155.235252 5.005812 0.174354 0.174354 17.348747 -1 -1 1
72 155.158154 5.190581 0.164367 0.164367 17.515425 -1 -1 1
73 155.148374 5.454345 0.109338 0.109338 15.460825 -1 4 1
74 155.108725 5.367955 0.550600 -1.000000 20.810341 -1 -1 0
75 155.140578 5.441375 0.621433 -1.000000 21.107576 -1 -1 0
76 155.303445 5.458866 0.194385 -1.000000 17.847813 -1 -1 0
77 155.162620 5.289857 0.536218 0.536218 19.978086 -1 -1 1
78 155.164771 5.321671 0.598780 -1.000000 20.887371 -1 -1 0
79 155.348261 5.378736 0.544469 0.544469 19.743631 -1 -1 1
80 155.470268 5.463759 0.450494 -1.000000 20.183075 -1 -1 0
81 155.179450 5.144778 0.276279 0.276279 18.399595 -1 -1 1
82 155.180569 5.167452 0.540637 0.540637 19.880442 -1 -1 1
83 155.249049 5.016998 0.576045 -1.000000 20.964798 -1 -1 0
84 155.155072 5.492686 0.155336 0.155336 17.338755 -1 -1 1
85 155.477100 4.678107 0.383026 0.383026 18.728361 -1 -1 1
86 155.169078 5.477451 0.527474 0.527474 20.924177 -1 -1 1
87 155.016822 4.677879 0.208627 0.208627 17.747122 -1 -1 1
88 155.381166 5.316902 0.156210 0.156210 16.569218 -1 -1 1
89 155.040666 4.521050 0.155162 0.155162 17.045536 -1 -1 1
90 155.435456 4.876422 0.174433 0.174433 17.086197 -1 -1 1
91 155.317916 5.106165 0.360054 -1.000000 19.415089 -1 -1 0
92 155.206703 5.181722 0.538871 0.538871 20.410187 -1 -1 1
93 155.313987 4.525880 0.208781 0.208781 17.602240 -1 -1 1
94 154.591220 4.850874 0.207984 0.207984 17.151470 -1 -1 1
95 155.187027 4.631569 0.311207 0.311207 18.531160 -1 -1 1
96 155.341760 4.684590 0.537372 0.537372 20.483470 -1 -1 1
97 154.653618 5.179861 0.749321 0.749321 20.862660 -1 -1 1
98 155.119166 4.739149 0.232682 0.232682 17.599250 -1 -1 1
99 155.031146 5.236560 0.590299 0.590299 20.684150 -1 -1 1
100 155.158667 5.451020 0.642643 0.642643 20.080660 -1 -1 1
101 154.682575 5.323038 0.494532 0.494532 19.381520 -1 -1 1
102 155.234807 5.451038 0.156009 0.156009 17.256360 -1 -1 1
